"","sim","G","sampler","relabalg","ellipsealg","thamesalg","estimate","value"
"1","1","2","truemodel_G2_rho0","ECR","standard","simple","upper","0.455923905258324"
"2","2","2","truemodel_G2_rho0","ECR","standard","simple","upper","0.686515796536284"
"3","3","2","truemodel_G2_rho0","ECR","standard","simple","upper","2.11472525408455"
"4","4","2","truemodel_G2_rho0","ECR","standard","simple","upper","0.565961973699444"
"5","5","2","truemodel_G2_rho0","ECR","standard","simple","upper","0.303769828442704"
"6","6","2","truemodel_G2_rho0","ECR","standard","simple","upper","0.479983684185143"
"7","7","2","truemodel_G2_rho0","ECR","standard","simple","upper","0.232636957729518"
"8","8","2","truemodel_G2_rho0","ECR","standard","simple","upper","0.497221018111318"
"9","9","2","truemodel_G2_rho0","ECR","standard","simple","upper","0.687307323958535"
"10","10","2","truemodel_G2_rho0","ECR","standard","simple","upper","2.09447193015708"
"11","11","2","truemodel_G2_rho0","ECR","standard","simple","upper","0.185150342153229"
"12","12","2","truemodel_G2_rho0","ECR","standard","simple","upper","2.38528051395645"
"13","13","2","truemodel_G2_rho0","ECR","standard","simple","upper","1.22169421761501"
"14","14","2","truemodel_G2_rho0","ECR","standard","simple","upper","0.704143937696166"
"15","15","2","truemodel_G2_rho0","ECR","standard","simple","upper","0.274741314266052"
"16","16","2","truemodel_G2_rho0","ECR","standard","simple","upper","0.222487427329156"
"17","17","2","truemodel_G2_rho0","ECR","standard","simple","upper","0.338240359265995"
"18","18","2","truemodel_G2_rho0","ECR","standard","simple","upper","0.195670689991914"
"19","19","2","truemodel_G2_rho0","ECR","standard","simple","upper","0.509524827611948"
"20","20","2","truemodel_G2_rho0","ECR","standard","simple","upper","0.164681952981901"
"21","21","2","truemodel_G2_rho0","ECR","standard","simple","upper","0.364326101730057"
"22","22","2","truemodel_G2_rho0","ECR","standard","simple","upper","0.345807971422673"
"23","23","2","truemodel_G2_rho0","ECR","standard","simple","upper","0.25742463257226"
"24","24","2","truemodel_G2_rho0","ECR","standard","simple","upper","0.407042623031799"
"25","25","2","truemodel_G2_rho0","ECR","standard","simple","upper","2.2718368564923"
"26","26","2","truemodel_G2_rho0","ECR","standard","simple","upper","0.208860520878666"
"27","27","2","truemodel_G2_rho0","ECR","standard","simple","upper","0.277953869597248"
"28","28","2","truemodel_G2_rho0","ECR","standard","simple","upper","0.28831907617429"
"29","29","2","truemodel_G2_rho0","ECR","standard","simple","upper","0.295747536541263"
"30","30","2","truemodel_G2_rho0","ECR","standard","simple","upper","1.44682831776043"
"31","31","2","truemodel_G2_rho0","ECR","standard","simple","upper","0.271950320315973"
"32","32","2","truemodel_G2_rho0","ECR","standard","simple","upper","0.260984873304658"
"33","33","2","truemodel_G2_rho0","ECR","standard","simple","upper","0.341683043128548"
"34","34","2","truemodel_G2_rho0","ECR","standard","simple","upper","1.89999305845163"
"35","35","2","truemodel_G2_rho0","ECR","standard","simple","upper","0.457809941973458"
"36","36","2","truemodel_G2_rho0","ECR","standard","simple","upper","0.396815068299418"
"37","37","2","truemodel_G2_rho0","ECR","standard","simple","upper","0.520403935312338"
"38","38","2","truemodel_G2_rho0","ECR","standard","simple","upper","1.00798964937829"
"39","39","2","truemodel_G2_rho0","ECR","standard","simple","upper","0.436679854771988"
"40","40","2","truemodel_G2_rho0","ECR","standard","simple","upper","0.783366684831492"
"41","41","2","truemodel_G2_rho0","ECR","standard","simple","upper","0.29937414246178"
"42","42","2","truemodel_G2_rho0","ECR","standard","simple","upper","0.359145236561531"
"43","43","2","truemodel_G2_rho0","ECR","standard","simple","upper","1.30170314789881"
"44","44","2","truemodel_G2_rho0","ECR","standard","simple","upper","0.389062783302535"
"45","45","2","truemodel_G2_rho0","ECR","standard","simple","upper","0.619911614415813"
"46","46","2","truemodel_G2_rho0","ECR","standard","simple","upper","0.337403465570823"
"47","47","2","truemodel_G2_rho0","ECR","standard","simple","upper","0.680747332711249"
"48","48","2","truemodel_G2_rho0","ECR","standard","simple","upper","0.297636639353456"
"49","49","2","truemodel_G2_rho0","ECR","standard","simple","upper","0.330096030202917"
"50","50","2","truemodel_G2_rho0","ECR","standard","simple","upper","0.192101741348409"
"51","1","2","truemodel_G2_rho.5","ECR","standard","simple","upper","0.170452762621686"
"52","2","2","truemodel_G2_rho.5","ECR","standard","simple","upper","0.376241368860839"
"53","3","2","truemodel_G2_rho.5","ECR","standard","simple","upper","2.42437060721455"
"54","4","2","truemodel_G2_rho.5","ECR","standard","simple","upper","0.177578961166681"
"55","5","2","truemodel_G2_rho.5","ECR","standard","simple","upper","0.328250069943834"
"56","6","2","truemodel_G2_rho.5","ECR","standard","simple","upper","0.337452892093708"
